SEX,AGE,EDUCATION,INCOME,ACTIVITY,CHURN,NEGTWEETS,STATE
F,37,1,14585,1,0,2,DC
F,58,1,14584,2,0,0,IA
F,47,1,14583,2,0,3,GA
M,34,4,14581,5,0,2,ND
F,28,4,14580,2,0,3,NJ
M,38,1,14579,1,0,3,NC
F,25,4,14579,2,0,4,IN
F,60,1,14577,2,0,2,AL
F,53,1,14573,3,0,4,CT
M,42,4,14571,2,0,3,WV
M,71,1,14571,5,0,5,KS
M,37,1,14568,1,1,13,OR
F,41,1,14564,4,0,3,MN
M,49,4,14558,2,0,2,IA
F,60,1,14557,0,0,2,AR
F,49,1,14557,5,0,3,NC
F,40,1,14552,3,0,4,ND
F,57,1,14551,2,0,4,KS
F,54,1,14548,2,0,5,NE
M,78,1,14542,2,0,4,SC
M,39,1,14533,0,1,13,OR
M,49,1,14530,1,0,4,NJ
F,36,1,14530,1,1,8,PA
M,25,1,14527,3,1,11,CA
F,23,1,14524,4,1,11,ND
M,76,1,14522,4,0,3,TN
F,53,4,14518,1,0,3,TN
M,26,1,14509,3,0,3,DE
M,34,4,14505,1,1,8,WA
M,52,1,14496,3,0,2,CA
F,25,1,14493,2,0,2,NC
F,40,1,14492,4,0,3,DC
M,39,4,14485,4,0,3,ID
M,59,1,14480,1,1,5,MI
F,45,4,14477,1,1,13,OR
M,70,1,14473,2,0,2,AZ
F,46,1,14471,1,0,4,CA
F,62,1,14467,2,1,4,WA
M,88,4,14467,1,0,4,SC
F,31,1,14465,3,1,12,ND
F,60,4,14464,1,1,9,OR
M,46,4,14463,1,0,4,AK
M,35,1,14463,2,0,4,NJ
M,66,4,14460,2,0,4,NJ
M,82,1,14459,3,0,2,MS
F,31,1,14457,0,1,8,CA
M,39,1,14450,4,0,3,RI
M,57,1,14447,1,1,12,ND
F,27,1,14445,3,0,3,NM
M,69,1,14443,2,0,3,MD
M,32,1,14441,2,1,14,PA
M,38,4,14441,2,0,4,CT
M,51,1,14436,0,1,8,MI
M,41,4,14431,3,0,2,VA
M,27,1,14430,2,1,7,PA
M,24,1,14428,3,0,5,FL
F,63,4,14428,2,0,1,GA
M,58,1,14421,1,0,2,WV
M,42,1,14421,2,0,3,MS
M,38,4,14419,3,0,5,NV
F,86,4,14418,4,0,2,IL
F,69,1,14417,3,0,5,ND
F,53,1,14414,2,0,4,OK
F,55,1,14414,2,1,10,MI
M,84,4,14412,2,0,3,NJ
F,48,1,14410,0,1,13,OR
M,57,1,14405,4,0,4,MI
M,71,1,14399,2,0,2,UT
M,31,1,14399,2,1,12,MI
M,66,1,14393,2,0,3,DC
M,59,1,14386,2,0,4,CO
M,35,1,14386,2,0,2,MI
F,82,1,14385,1,1,9,WA
M,46,1,14383,1,0,3,ME
M,49,4,14374,1,0,2,CT
F,40,1,14359,2,0,3,MN
M,42,1,14355,4,0,3,NV
F,81,1,14349,3,0,2,TX
M,86,1,14349,1,0,5,OK
M,37,4,14345,1,0,2,MT
F,75,1,14344,2,0,3,NM
M,39,1,14343,5,0,3,MD
F,64,1,14343,3,0,3,NJ
F,63,1,14342,2,0,3,DC
M,65,1,14341,1,0,5,VA
F,66,4,14339,3,0,4,WV
F,23,1,14337,4,0,3,CA
M,50,1,14336,0,0,4,FL
F,58,4,14330,3,0,3,KS
M,44,4,14327,1,1,10,WA
M,51,1,14326,1,1,10,PA
F,63,4,14324,2,0,3,UT
M,56,1,14323,4,0,4,ID
F,48,1,14322,2,0,4,TX
M,29,1,14312,2,1,12,WA
F,23,4,14310,2,0,3,CO
F,21,1,14295,1,1,5,PA
M,44,4,14295,5,0,3,IL
M,24,1,14291,5,0,2,TX
M,47,1,14287,5,0,5,NE
M,54,1,14284,2,1,9,PA
F,34,1,14281,0,0,2,ME
M,59,4,14280,1,0,3,WV
M,64,4,14277,1,0,3,WA
F,59,1,14277,2,1,10,OR
M,38,1,14277,1,0,4,WV
F,63,1,14275,1,0,4,WI
M,54,1,14270,2,0,2,KY
F,47,4,14266,1,1,7,MI
M,28,1,14263,2,1,12,ID
F,59,1,14262,4,0,4,NM
M,37,1,14262,3,0,1,MI
F,42,1,14256,1,1,6,MI
F,55,4,14256,1,0,5,NV
M,53,4,14254,1,0,1,MS
M,30,4,14251,5,0,4,VA
F,33,4,14251,3,0,4,WI
F,52,4,14245,2,0,2,NJ
F,35,1,14243,1,1,9,ID
F,38,1,14242,1,1,5,ID
M,49,4,14239,1,0,2,WI
M,41,1,14238,1,0,3,DC
F,62,4,14233,2,0,3,VT
M,27,1,14228,2,0,3,WY
F,50,4,14228,4,0,4,DC
F,42,1,14226,2,1,10,MI
F,48,1,14215,2,0,3,WV
F,69,1,14215,2,0,3,OK
M,71,1,14212,2,0,1,OH
M,43,4,14207,2,1,9,MD
F,42,1,14206,3,0,1,GA
F,44,4,14202,4,0,4,SC
F,58,4,14199,3,0,3,WA
F,64,4,14198,1,1,8,ID
M,67,1,14197,5,0,2,LA
F,25,1,14195,2,0,3,KY
F,58,1,14191,0,1,12,MD
M,72,1,14179,4,0,5,AR
M,57,4,14178,4,0,2,WI
M,57,4,14172,4,0,3,AR
M,28,1,14168,3,0,4,NC
M,28,1,14168,5,0,4,MN
M,65,1,14168,4,0,2,NC
M,53,1,14165,1,0,3,NY
F,35,1,14165,3,1,11,MD
F,73,1,14164,1,0,1,MI
M,56,1,14164,2,1,15,CA
M,69,4,14159,1,0,3,ME
M,51,4,14156,1,0,5,SD
M,20,1,14156,5,1,15,PA
M,30,1,14156,2,0,2,NJ
M,38,1,14155,2,0,4,NE
M,32,1,14150,0,1,10,MD
F,79,1,14149,1,1,8,MI
F,41,4,14147,2,0,3,WY
M,33,1,14146,1,0,3,LA
M,41,4,14145,2,0,3,DC
F,34,1,14144,3,0,1,CT
F,34,1,14144,2,0,3,OH
M,31,1,14144,0,1,6,OR
F,39,1,14141,1,1,12,MD
M,69,4,14141,2,0,3,ME
F,59,1,14140,2,0,2,MT
F,42,4,14140,0,1,9,ID
F,76,4,14140,1,0,2,MO
F,56,1,14135,2,0,5,AL
F,54,1,14124,3,0,2,CA
F,44,1,14122,4,0,2,ME
M,52,1,14118,1,0,3,FL
M,46,1,14112,5,0,3,KY
M,75,1,14111,1,0,4,MN
F,75,1,14111,1,1,9,ND
M,64,4,14109,5,0,5,VA
M,51,1,14109,0,0,2,MT
F,21,4,14103,2,1,14,PA
M,54,1,14102,1,1,4,OR
M,53,1,14099,2,0,4,AZ
F,86,4,14095,1,1,11,PA
M,58,1,14093,2,0,2,CO
F,69,1,14092,3,0,4,TX
F,21,4,14091,3,1,10,CA
M,86,1,14088,2,0,3,RI
F,38,1,14084,1,0,3,SD
M,30,1,14084,2,1,3,WA
F,70,1,14083,3,0,4,NH
F,59,1,14076,2,0,2,AZ
F,36,1,14075,1,1,8,ID
M,64,1,14074,2,0,3,OH
M,36,1,14070,5,0,3,NE
F,70,1,14070,2,0,1,VA
F,51,1,14068,3,0,3,MO
F,30,4,14067,0,1,7,OR
M,63,4,14062,2,0,2,MI
M,59,1,14061,2,0,3,FL
M,68,1,14060,3,0,4,GA
M,78,1,14056,2,1,16,ID
F,36,1,14053,1,1,9,ND
M,32,4,14053,2,0,4,CT
F,77,1,14047,1,0,3,MO
F,45,1,14047,3,0,2,OK
F,44,4,14045,3,0,3,AR
F,61,1,14044,4,0,2,SD
F,73,4,14044,1,0,4,IN
F,34,1,14037,2,0,4,WY
M,43,1,14035,2,0,2,MN
F,60,1,14035,2,0,4,ID
F,79,4,14035,1,1,13,MI
F,46,1,14028,2,0,5,AZ
F,48,1,14028,0,1,6,ID
M,26,1,14027,0,1,8,ID
M,61,1,14026,0,0,5,OH
F,33,4,14024,5,0,2,NY
F,40,1,14022,1,1,5,ID
F,65,4,14020,5,0,2,NV
F,23,1,14019,0,1,7,OR
F,39,1,14018,4,0,1,MS
F,49,1,14015,1,0,3,MD
M,23,1,14014,1,1,4,WA
F,62,1,14013,1,0,3,NJ
M,49,1,14008,3,0,1,ID
F,46,1,14008,4,0,3,NJ
M,34,1,13997,3,0,1,VA
M,52,4,13995,3,0,3,CT
F,54,4,13985,3,0,4,VT
F,23,1,13983,4,1,11,OR
M,52,4,13979,0,0,3,MT
F,53,1,13975,2,0,3,SC
M,65,1,13973,5,0,4,MI
F,34,1,13971,2,0,4,IN
M,34,1,13963,5,0,1,CT
F,38,1,13962,2,0,2,MI
F,82,1,13962,1,1,17,PA
M,51,1,13961,1,1,13,MD
M,47,1,13960,2,0,3,UT
F,42,4,13950,1,1,11,WA
F,68,1,13949,3,0,4,NC
F,59,4,13945,2,0,3,ND
F,60,4,13943,1,0,3,AK
M,34,1,13938,5,0,4,UT
M,29,1,13937,4,0,3,IL
F,90,1,13934,2,0,2,RI
M,68,4,13932,5,0,1,IA
F,88,1,13932,2,0,2,UT
F,62,4,13930,3,0,4,KS
M,23,1,13929,1,1,14,CA
F,60,1,13924,1,0,2,WA
M,44,1,13923,2,0,3,TX
M,38,1,13921,0,1,16,PA
M,75,1,13921,2,0,2,ID
M,56,4,13920,2,0,2,NC
M,43,4,13920,3,0,3,NY
M,48,1,13919,1,0,2,VT
M,41,1,13919,1,1,13,ND
F,29,1,13918,2,1,9,ID
F,41,1,13916,0,1,9,WA
M,56,1,13913,1,0,3,WA
F,39,4,13911,2,0,4,MD
M,72,1,13908,3,0,2,MO
M,45,1,13904,2,0,3,PA
F,29,1,13900,1,0,5,WA
F,36,4,13900,1,1,9,MD
M,38,1,13894,2,0,4,KS
M,72,4,13889,2,0,4,AL
M,27,1,13883,2,0,2,NE
M,75,4,13883,4,0,1,LA
F,50,1,13877,1,0,4,IA
M,62,1,13874,1,0,2,VT
F,31,1,13874,2,1,11,ID
F,26,1,13871,3,1,19,OR
F,68,1,13870,4,0,3,TN
M,47,1,13870,2,0,2,MT
F,47,4,13868,2,0,3,AK
F,50,4,13865,0,1,12,MD
F,39,1,13861,2,0,2,MT
M,29,4,13861,5,0,3,TN
F,72,1,13861,0,1,7,MI
M,47,1,13860,4,0,4,MA
M,33,1,13859,3,0,3,NV
M,53,1,13858,2,0,3,ID
M,39,1,13853,5,0,4,AL
F,39,4,13853,2,0,2,OH
M,36,1,13852,4,0,4,CT
F,21,1,13852,1,1,6,ID
M,25,1,13847,2,1,10,ND
M,39,1,13845,4,1,2,OR
M,56,1,13843,2,0,2,MS
F,43,1,13841,4,0,2,WV
F,39,1,13838,1,1,14,CA
F,30,1,13838,4,0,4,MN
F,55,1,13838,2,0,3,DE
F,57,4,13836,5,0,3,IL
M,46,1,13828,2,0,1,NM
M,53,1,13824,1,0,5,AZ
M,24,1,13821,4,0,4,DC
M,40,1,13821,2,0,1,WA
M,59,1,13818,5,0,4,NE
F,36,4,13814,1,0,1,WI
M,22,4,13809,1,1,9,PA
M,53,1,13801,2,0,2,IN
M,54,1,13798,5,0,3,IL
F,44,4,13797,4,0,2,MO
F,66,1,13794,0,1,15,MI
M,34,1,13790,3,1,13,MD
F,39,4,13790,1,1,3,PA
M,46,4,13790,2,0,4,NC
M,63,1,13788,5,0,4,VA
F,80,1,13787,2,0,4,CO
F,22,4,13779,2,0,4,NY
F,37,4,13772,3,0,4,IL
F,70,1,13770,1,0,4,NY
M,59,1,13768,3,0,3,NC
M,33,1,13767,1,1,13,MI
F,34,1,13765,1,1,14,ND
F,63,4,13758,4,0,3,NC
F,40,1,13754,2,0,3,PA
M,73,1,13744,2,0,4,MO
M,78,1,13735,4,0,4,SD
M,27,1,13734,5,0,2,MT
F,29,1,13734,2,1,9,ND
F,28,1,13728,1,1,14,WA
F,73,1,13724,2,1,8,ID
M,43,4,13723,1,1,8,WA
M,34,1,13722,3,0,3,OR
F,52,1,13719,3,0,2,GA
M,50,4,13716,1,0,2,AK
M,33,1,13704,2,0,2,MD
F,28,1,13702,3,0,3,AR
M,69,4,13695,1,0,2,KY
M,22,1,13691,1,1,9,ND
F,40,1,13689,3,1,9,MI
F,23,1,13688,2,0,1,KS
F,56,1,13686,1,1,8,MD
M,45,1,13685,4,0,2,NC
M,41,1,13685,4,0,2,DC
M,40,1,13682,1,1,15,ID
F,41,1,13682,4,0,4,MS
F,22,1,13680,2,0,3,AZ
F,42,1,13673,1,0,4,NH
M,22,1,13671,3,0,4,PA
F,62,1,13667,3,0,4,AK
M,46,1,13666,3,1,16,ID
M,57,1,13665,0,0,3,SC
M,75,4,13663,0,0,3,CA
F,32,4,13662,3,0,2,DE
M,41,1,13662,3,0,2,MA
F,27,4,13660,4,0,5,NC
M,25,1,13655,5,0,3,NJ
M,64,1,13654,5,0,3,NE
M,30,4,13650,2,1,8,CA
M,57,1,13644,2,0,5,OK
F,61,1,13642,1,0,3,MO
F,65,4,13642,1,1,16,MI
F,41,1,13639,1,1,13,OR
F,80,1,13638,5,0,4,NJ
M,73,4,13632,2,0,4,GA
M,55,1,13629,4,0,3,MO
F,72,1,13629,3,0,2,OH
M,39,1,13626,3,0,3,WA
M,23,4,13626,3,0,4,AR
M,41,4,13623,0,1,11,ND
F,69,1,13623,2,0,1,VT
F,68,1,13616,0,0,3,AR
F,53,1,13615,1,0,3,MD
F,51,1,13614,5,0,3,VA
F,25,4,13610,3,0,4,SD
M,57,4,13610,2,0,5,NY
F,64,4,13609,2,0,4,VT
F,56,1,13609,4,0,4,FL
M,35,1,13607,1,1,6,MD
M,52,1,13606,2,0,3,MA
M,35,1,13605,2,1,8,PA
F,51,1,13603,2,0,3,WA
F,26,1,13593,2,1,10,ND
F,81,4,13590,4,0,3,AZ
F,55,4,13588,2,0,3,MA
M,30,4,13588,1,1,13,OR
M,51,1,13587,1,0,2,KY
F,49,1,13587,1,0,4,MD
M,57,1,13585,4,0,2,LA
F,41,1,13583,0,1,11,PA
M,64,1,13583,4,0,4,KS
M,34,4,13580,2,0,3,KY
M,50,1,13577,5,0,1,IA
F,43,4,13577,2,0,3,OH
F,59,1,13575,0,0,5,VA
M,46,4,13573,3,0,3,MI
M,28,1,13568,2,0,2,UT
F,31,1,13567,2,0,5,IA
F,25,1,13566,2,1,8,OR
F,30,4,13560,4,0,3,CA
F,58,4,13558,3,0,4,KY
M,26,4,13552,0,1,16,MI
F,47,1,13548,5,0,3,IL
F,58,1,13547,2,0,3,NJ
F,53,1,13545,3,0,3,KY
F,44,4,13540,3,0,4,NV
F,69,1,13533,1,0,2,MN
F,43,1,13528,4,0,2,NE
M,40,4,13528,5,0,3,KY
M,62,4,13528,1,0,2,WA
M,44,1,13526,0,1,8,ND
F,21,1,13525,3,1,12,MD
F,63,4,13525,2,1,10,OR
M,62,1,13522,2,0,3,MT
F,39,4,13522,2,0,3,NE
M,50,4,13519,4,0,3,AZ
F,53,1,13506,2,0,1,ND
F,24,1,13504,0,1,4,MD
M,50,1,13502,1,0,4,MI
M,67,1,13501,1,0,4,MO
M,47,4,13498,2,0,2,GA
M,28,1,13491,5,1,8,PA
M,77,4,13490,2,0,4,GA
F,56,4,13488,2,0,2,WA
M,33,1,13483,2,0,3,UT
F,20,1,13480,1,0,3,TN
M,24,1,13478,4,1,8,PA
M,35,1,13473,4,0,3,MI
F,44,1,13471,5,1,10,MI
F,42,1,13470,5,0,4,WV
M,44,1,13470,1,1,15,WA
M,63,4,13468,3,1,11,PA
F,35,1,13467,3,1,9,OR
M,51,1,13461,3,0,4,ME
M,45,1,13461,4,0,2,ID
F,47,1,13459,3,0,2,IN
M,44,1,13452,3,0,4,IN
M,60,1,13451,4,0,4,MS
F,46,1,13450,2,0,3,OR
M,48,1,13437,1,1,16,PA
F,34,1,13437,1,1,11,CA
M,71,1,13436,1,0,3,TX
M,70,1,13435,1,0,3,PA
F,44,4,13429,3,0,2,GA
M,76,1,13428,2,0,3,AL
F,35,1,13427,0,1,10,WA
M,69,1,13426,2,0,5,WV
M,47,1,13420,5,1,10,MI
F,59,4,13419,4,0,4,MO
M,71,1,13415,5,0,3,CO
M,71,1,13413,1,0,4,MT
M,38,1,13411,2,0,3,NE
F,67,1,13409,0,1,10,MD
F,50,1,13406,2,0,4,MS
M,46,1,13406,2,0,3,MO
F,74,4,13403,2,0,3,MN
F,54,1,13397,1,1,9,ID
M,60,1,13396,1,1,11,MD
M,38,1,13394,3,0,3,CO
M,30,1,13394,3,1,12,ID
F,29,1,13392,2,1,11,ND
F,21,1,13390,2,1,10,MD
M,48,1,13389,3,0,3,NC
F,40,1,13388,1,1,9,PA
M,80,4,13387,1,0,4,PA
F,33,1,13387,0,1,10,ID
M,78,1,13385,5,0,2,SC
F,61,4,13382,2,0,2,LA
M,31,1,13376,0,1,13,ND
F,53,1,13375,4,0,3,DE
F,53,4,13373,2,0,5,ND
F,29,1,13369,3,0,3,OR
M,45,4,13359,0,0,2,WI
M,63,4,13356,2,0,5,PA
F,34,1,13354,2,0,3,IA
M,46,4,13353,3,0,4,OK
F,49,4,13353,1,0,2,ME
F,60,1,13347,4,0,1,VA
M,66,1,13347,1,0,3,KY
M,36,4,13345,3,0,3,CT
M,30,1,13343,4,0,3,OR
F,66,4,13342,5,0,3,IN
M,54,4,13340,2,0,1,SC
F,25,1,13335,2,0,1,CA
F,52,1,13333,1,0,4,WA
F,45,4,13332,2,0,3,NJ
M,44,1,13329,3,0,3,DE
M,56,4,13328,4,1,15,MI
F,24,1,13328,3,0,4,IN
F,49,1,13323,2,0,2,MI
M,49,4,13313,1,0,5,CA
F,24,4,13312,2,0,3,NH
M,32,1,13311,2,1,11,OR
F,65,4,13310,0,0,3,VT
F,41,1,13292,5,0,3,MN
M,57,1,13289,3,0,3,OR
M,41,4,13282,3,0,2,WI
M,63,1,13280,5,0,3,VT
M,31,4,13278,5,0,4,LA
M,28,1,13276,2,1,12,ND
M,28,1,13272,1,1,4,ND
F,86,1,13269,1,1,12,MD
F,46,1,13265,2,0,3,AL
F,38,4,13262,5,0,2,CT
M,46,4,13262,1,1,10,ND
M,42,4,13257,2,0,4,AL
M,59,1,13257,2,0,3,SC
M,28,1,13253,5,0,2,PA
F,82,4,13246,2,0,4,SD
F,39,4,13245,3,0,3,NC
F,37,1,13244,1,0,3,RI
M,35,1,13241,2,0,3,AZ
M,46,1,13240,4,0,2,PA
F,31,1,13235,3,0,4,DC
F,64,1,13235,1,0,3,PA
M,28,4,13232,2,1,6,CA
M,37,1,13227,3,0,4,FL
F,53,1,13227,4,0,3,MA
F,36,1,13225,2,0,5,AK
F,23,1,13223,2,1,8,MI
M,58,1,13222,1,1,17,MD
M,50,1,13221,2,0,5,KY
M,34,1,13216,3,0,3,MI
F,64,1,13213,2,0,3,ND
F,44,4,13212,5,0,2,NM
M,39,1,13208,4,0,3,OR
M,22,1,13196,0,1,10,WA
F,34,1,13193,0,1,6,ND
M,71,1,13189,1,0,4,IA
M,23,1,13188,3,0,2,RI
M,45,1,13188,1,0,4,SD
F,49,1,13186,1,0,2,WV
F,57,1,13181,4,0,3,ME
F,88,1,13181,0,0,4,NE
F,41,1,13180,4,0,3,DE
M,56,4,13174,2,0,3,PA
M,32,1,13173,3,1,8,OR
M,51,4,13169,4,0,3,TN
F,37,4,13167,4,0,2,ND
M,47,1,13166,0,1,14,WA
F,30,4,13163,5,0,2,MI
M,27,1,13158,5,0,2,MN
M,88,1,13155,2,0,3,WI
M,46,4,13152,4,0,3,OK
M,54,1,13150,2,0,4,WV
F,68,1,13145,4,0,6,ND
M,36,4,13142,2,0,2,WI
M,64,1,13141,2,1,8,OR
M,52,1,13141,2,0,2,OR
M,33,1,13138,2,0,3,DC
M,53,1,13137,2,0,2,WI
F,55,4,13135,1,0,3,WY
F,33,4,13133,2,0,3,WA
F,58,1,13130,3,0,1,NJ
M,75,1,13129,4,0,4,NC
F,62,1,13127,0,0,2,CO
M,56,1,13123,4,0,2,CO
M,22,4,13122,1,1,12,OR
F,68,1,13121,1,0,2,MS
M,48,1,13119,1,0,3,VT
M,53,1,13109,0,0,3,MI
F,53,1,13109,2,0,4,NH
F,58,1,13108,2,0,4,MA
M,81,1,13101,2,0,4,NV
M,69,1,13096,3,0,4,MI
M,46,1,13096,3,0,4,CT
M,77,1,13095,0,0,4,NY
M,58,1,13095,0,0,3,ID
M,41,1,13090,3,0,3,MD
M,76,4,13090,0,0,2,LA
M,66,1,13087,1,0,3,VT
F,46,1,13072,3,0,3,SD
F,51,4,13071,4,1,14,ND
M,47,1,13071,2,1,11,CA
M,30,4,13071,4,1,8,ID
F,32,1,13070,1,1,9,WA
F,76,1,13065,0,0,3,MA
M,61,1,13064,2,0,2,NC
F,68,4,13061,4,0,5,MO
M,29,4,13061,1,1,6,CA
M,65,4,13059,0,1,7,MD
M,66,1,13056,2,0,4,NC
F,50,1,13056,2,0,3,WV
F,58,1,13054,4,0,2,SD
F,61,1,13053,2,0,4,MN
F,46,1,13052,3,1,12,ID
M,64,1,13049,4,0,3,PA
F,43,1,13047,2,0,2,AL
M,37,4,13044,0,1,14,WA
F,59,4,13040,4,0,2,WA
M,48,1,13039,1,0,2,NH
F,63,4,13035,3,0,2,MD
F,38,1,13032,2,0,4,AK
F,51,1,13030,1,1,9,ID
F,69,4,13024,4,0,4,KS
M,66,1,13024,1,0,4,NJ
M,29,1,13020,4,0,4,NV
M,33,1,13010,1,1,14,ND
M,61,4,13007,3,0,3,CA
F,58,1,13003,3,0,1,AK
